"Player","Source","Target","Value"
"Martin Valjent","Chievo Verona","Ternana Calcio","Loan fee:0"
"Nicolas Frey","Chievo Verona","Venezia FC","Loan fee:0"
"Pietro Bertasini","Chievo Verona","Sona M. Mazza","Loan fee:0"
"Alejandro Rodríguez","Chievo Verona","FC Empoli","Loan fee:0"
"Filippo Damian","Chievo Verona","Robur Siena","Loan fee:0"
"Fabrizio Danese","Chievo Verona","SS Akragas Città dei Templi","Loan fee:0"
"Victor da Silva","Chievo Verona","Fermana FC","Loan fee:0"
"Luca Di Minico","Chievo Verona","ASD Nocerina 1910","Loan fee:0"
"Antonio Cinelli","Chievo Verona","US Cremonese","Loan fee:0"
"Ansoumana Sané","Chievo Verona"," A.D.C. Viterbese Castrense","Loan fee:0"
"Matteo Solini","Chievo Verona","Robur Siena","Loan fee:0"
"Davide Mansi","Chievo Verona","Mosta FC","Loan fee:0"
"Sofian Kiyine","Chievo Verona","US Salernitana 1919","Loan fee:0"
"Luca Garritano","Chievo Verona","Carpi FC 1909","Loan fee:0"
"Yusupha Bobb","Chievo Verona","AC Reggiana 1919","Loan fee:0"
"Damir Bartulovic","Chievo Verona","NK Aluminij Kidricevo","Loan fee:0"
"Amedeo Benedetti","Chievo Verona","AS Cittadella","?"
"Alessandro Bassoli","Chievo Verona","Pordenone Calcio","?"
"Lamin Jallow","Chievo Verona","AC Cesena","Loan fee:0"
"Radoslav Kirilov","Chievo Verona","OFK Pirin Blagoevgrad","Loan fee:0"
"Michele Troiani","Chievo Verona","US Triestina","Loan fee:0"
"Luca Baldassin","Chievo Verona"," A.D.C. Viterbese Castrense","Loan fee:0"
"Massimiliano Gatto","Chievo Verona","FC Pro Vercelli 1892","?"
"Gianni Manfrin","Chievo Verona","AC Reggiana 1919","Loan fee:0"
"Ali Sowe","Chievo Verona","KF Skënderbeu","Loan fee:0"
"Walter Bressan","Chievo Verona","Retired","0"
"Gennaro Sardo","Chievo Verona","Retired","0"
"Dejan Lazarevic","Chievo Verona","Free agent","0"
"Federico Alonzi","Chievo Verona","Free agent","0"
"Serge Gakpé","Chievo Verona","Genoa CFC","Loan End"
"Jonathan de Guzmán","Chievo Verona","SSC Napoli","Loan End"
"Aristóteles Romero","Mineros de Guayana","FC Crotone","1500000"
"Giovanni Crociata","AC Milan","FC Crotone","450000"
"Oliver Kragl","Frosinone Calcio","FC Crotone","400000"
"Ahmad Benali","Delfino Pescara 1936","FC Crotone","Loan fee:300000"
"Daniel Pavlovic","UC Sampdoria","FC Crotone","200000"
"Leandro Cabrera","Real Zaragoza","FC Crotone","0"
"Davide Faraoni","Udinese Calcio","FC Crotone","0"
"Rolando Mandragora","Juventus FC","FC Crotone","Loan fee:0"
"Ante Budimir","UC Sampdoria","FC Crotone","Loan fee:0"
"Niccolò Zanellato","AC Milan","FC Crotone","Loan fee:0"
"Arlind Ajeti","Torino FC","FC Crotone","Loan fee:0"
"Federico Ricci","US Sassuolo","FC Crotone","Loan fee:0"
"Stefan Simic","AC Milan","FC Crotone","Loan fee:0"
"Marcello Trotta","US Sassuolo","FC Crotone","Loan fee:0"
"Marco Firenze","FC Pro Vercelli 1892","FC Crotone","Loan End"
"Luca Bruno","FC Pro Vercelli 1892","FC Crotone","Loan End"
"Luka Markovic","Free agent","FC Crotone","0"
"Mirko Esposito","US Catanzaro","FC Crotone","Loan End"
"Giovanni Foresta","AC Rilancio Messina","FC Crotone","Loan End"
"Luca Bruno","AC Rilancio Messina","FC Crotone","Loan End"
"Valentin Cojocaru","Frosinone Calcio","FC Crotone","Loan End"
"Iacopo Galli","Spezia Calcio","FC Crotone","Loan End"
"Luca Maniero","Mantova FC","FC Crotone","Loan End"
"Andrea Scicchitano","Lupa Roma FC","FC Crotone","Loan End"
"Massimo Assisi","Avezzano Calcio","FC Crotone","Loan End"
"Pietro De Giorgio","US Latina Calcio","FC Crotone","Loan End"
"Cristian Riggio","SS Akragas Città dei Templi","FC Crotone","Loan End"
"Andrea Tripicchio","Urbs Reggina 1914","FC Crotone","Loan End"
"Nunzio Di Roberto","AC Cesena","FC Crotone","Loan End"
"Marco Firenze","Paganese Calcio 1926","FC Crotone","Loan End"
"Giuseppe Faiello","AC Rilancio Messina","FC Crotone","Loan End"
"Nunzio Di Roberto","FC Crotone","US Salernitana 1919","0"
"Giuseppe Faiello","FC Crotone","AS Roccella","0"
"Djamel Mesbah","FC Crotone","FC Lausanne-Sport","0"
"Pietro De Giorgio","FC Crotone","Vicenza Calcio","0"
"Claiton","FC Crotone","US Cremonese","0"
"Luca Bruno","FC Crotone","Siracusa Calcio","Loan fee:0"
"Luca Maniero","FC Crotone","US Palermo","?"
"Andrea Tripicchio","FC Crotone","Casertana FC","Loan fee:0"
"Cristian Riggio","FC Crotone","US Catanzaro","Loan fee:0"
"Marco Firenze","FC Crotone","Venezia FC","Loan fee:0"
"Manuel Nicoletti","FC Crotone","US Catanzaro","Loan fee:0"
"Giuseppe Cuomo","FC Crotone","SS Rende","Loan fee:0"
"Giovanni Foresta","FC Crotone","Carrarese Calcio","?"
"Noë Dussenne","FC Crotone","KAA Gent","Loan fee:0"
"Armando Cistaro","FC Crotone","Savona FBC","?"
"Andrej Kotnik","FC Crotone","ND Gorica","Loan End"
"Andrea Scicchitano","FC Crotone","Trastevere Calcio","?"
"Mirko Esposito","FC Crotone","Calcio Catania","Loan fee:0"
"Maxwell Acosty","FC Crotone","HNK Rijeka","Loan fee:0"
"Iacopo Galli","FC Crotone","Casertana FC","?"
"Oliver Kragl","FC Crotone","Foggia Calcio","Loan fee:0"
"Aleksandar Tonev","FC Crotone","Free agent","0"
"Cazim Suljic","FC Crotone","NK Ankaran Hrvatini","Loan fee:0"
"Aristóteles Romero","FC Crotone","NK Ankaran Hrvatini","Loan fee:0"
"Ravy Tsouka","FC Crotone","Free agent","0"
"Gianmarco Ferrari","FC Crotone","US Sassuolo","Loan End"
"Aleandro Rosi","FC Crotone","Genoa CFC","Loan End"
"Diego Falcinelli","FC Crotone","US Sassuolo","Loan End"
"Valentin Cojocaru","FC Crotone","FCS Bucharest","Loan End"
"Leonardo Capezzi","FC Crotone","UC Sampdoria","Loan End"
"Marcello Trotta","FC Crotone","US Sassuolo","Loan End"
"Giovanni Simeone","Genoa CFC","ACF Fiorentina","15000000"
"Marco Benassi","Torino FC","ACF Fiorentina","10000000"
"Vitor Hugo","Sociedade Esportiva Palmeiras","ACF Fiorentina","8000000"
"Jordan Veretout","Aston Villa","ACF Fiorentina","7000000"
"Nikola Milenkovic","FK Partizan Belgrade","ACF Fiorentina","5100000"
"Carlos Sánchez","Aston Villa","ACF Fiorentina","3000000"
"Maximiliano Olivera","CA Peñarol","ACF Fiorentina","2500000"
"Petko Hristov","Slavia Sofia","ACF Fiorentina","1700000"
"Rafik Zekhnini","Odds BK","ACF Fiorentina","1500000"
"Martin Graiciar","FC Slovan Liberec","ACF Fiorentina","1500000"
"Cyril Théréau","Udinese Calcio","ACF Fiorentina","1500000"
"Gaetano Castrovilli","FC Bari 1908","ACF Fiorentina","1400000"
"Cristiano Biraghi","Delfino Pescara 1936","ACF Fiorentina","Loan fee:500000"
"Vincent Laurini","FC Empoli","ACF Fiorentina","Loan fee:400000"
"Simone Lo Faso","US Palermo","ACF Fiorentina","Loan fee:300000"
"Diego Falcinelli","US Sassuolo","ACF Fiorentina","Loan fee:0"
"Gilberto","Club de Regatas Vasco da Gama","ACF Fiorentina","Loan End"
"Jan Mlakar","Venezia FC","ACF Fiorentina","Loan End"
"Giuseppe Pandolfi","US Pistoiese 1921","ACF Fiorentina","Loan End"
"Marco Berardi","AC Tuttocuoio","ACF Fiorentina","Loan End"
"Steve Beleck","Ümraniyespor","ACF Fiorentina","Loan End"
"Matías Fernández","AC Milan","ACF Fiorentina","Loan End"
"Jacopo Petriccione","Ternana Calcio","ACF Fiorentina","Loan End"
"Kevin Diks","Vitesse Arnhem","ACF Fiorentina","Loan End"
"Luzayadio Bangu","Urbs Reggina 1914","ACF Fiorentina","Loan End"
"Luca Zanon","US Pistoiese 1921","ACF Fiorentina","Loan End"
"Jaime Báez","Spezia Calcio","ACF Fiorentina","Loan End"
"Amidu Salifu","Mantova FC","ACF Fiorentina","Loan End"
"Filippo Boccardi","Imolese Calcio","ACF Fiorentina","Loan End"
"Luca Lezzerini","US Avellino","ACF Fiorentina","Loan End"
"Andrés Schetino","Sevilla Atlético","ACF Fiorentina","Loan End"
"Nicolò Gigli","SS Matera Calcio","ACF Fiorentina","Loan End"
"Saverio Madrigali","Cosenza Calcio","ACF Fiorentina","Loan End"
"Simone Minelli","UC AlbinoLeffe","ACF Fiorentina","Loan End"
"Federico Bernardeschi","ACF Fiorentina","Juventus FC","40000000"
"Matías Vecino","ACF Fiorentina","Inter Milan","24000000"
"Borja Valero","ACF Fiorentina","Inter Milan","5500000"
"Nikola Kalinic","ACF Fiorentina","AC Milan","Loan fee:5000000"
"Ianis Hagi","ACF Fiorentina","FC Viitorul ","2000000"
"Hrvoje Milic","ACF Fiorentina","Olympiacos Piraeus","1500000"
"Gonzalo Rodríguez","ACF Fiorentina","Club Atlético San Lorenzo de Almagro","0"
"Jan Mlakar","ACF Fiorentina","NK Maribor","0"
"Matías Fernández","ACF Fiorentina","Club Necaxa","0"
"Giuseppe Pandolfi","ACF Fiorentina","US Città di Pontedera","0"
"Gilberto","ACF Fiorentina","Fluminense Football Club","Loan fee:0"
"Marco Berardi","ACF Fiorentina","FC Südtirol - Alto Adige","Loan fee:0"
"Khouma Babacar","ACF Fiorentina","US Sassuolo","Loan fee:0"
"Ricardo Bagadur","ACF Fiorentina","Brescia Calcio","?"
"Steve Beleck","ACF Fiorentina","Balikesirspor","?"
"Martin Graiciar","ACF Fiorentina","FC Slovan Liberec","Loan fee:0"
"Kevin Diks","ACF Fiorentina","Feyenoord Rotterdam","Loan fee:0"
"Jaime Báez","ACF Fiorentina","Delfino Pescara 1936","Loan fee:0"
"Nicolò Gigli","ACF Fiorentina","Ternana Calcio","?"
"Simone Minelli","ACF Fiorentina","Trapani Calcio","Loan fee:0"
"Jacopo Petriccione","ACF Fiorentina","FC Bari 1908","?"
"Amidu Salifu","ACF Fiorentina","Vicenza Calcio","Loan fee:0"
"Luca Zanon","ACF Fiorentina","Ternana Calcio","Loan fee:0"
"Andrés Schetino","ACF Fiorentina","Esbjerg fB","Loan fee:0"
"Gaetano Castrovilli","ACF Fiorentina","US Cremonese","Loan fee:0"
"Luzayadio Bangu","ACF Fiorentina","Vicenza Calcio","Loan fee:0"
"Luca Lezzerini","ACF Fiorentina","US Avellino","?"
"Filippo Boccardi","ACF Fiorentina","SS Juve Stabia","?"
"Giuseppe Rossi","ACF Fiorentina","Free agent","0"
"Saverio Madrigali","ACF Fiorentina","Free agent","0"
"Carlos Salcedo","ACF Fiorentina","Deportivo Guadalajara","Loan End"
"Sebastien De Maio","ACF Fiorentina","RSC Anderlecht","Loan End"
"Maximiliano Olivera","ACF Fiorentina","CA Peñarol","Loan End"
"Ricardo Centurión","São Paulo Futebol Clube","Genoa CFC","5000000"
"Oscar Hiljemark","US Palermo","Genoa CFC","2500000"
"Petar Brlek","Wisla Kraków","Genoa CFC","2200000"
"Gianluca Lapadula","AC Milan","Genoa CFC","Loan fee:2000000"
"Luca Rossettini","Torino FC","Genoa CFC","2000000"
"Daniel Bessa","Hellas Verona","Genoa CFC","Loan fee:1000000"
"Antonio Candela","Spezia Calcio","Genoa CFC","1000000"
"Jawad El Yamiq","Raja Casablanca","Genoa CFC","650000"
"Thomas Rodríguez","Club Atlético Banfield","Genoa CFC","600000"
"Stephane Omeonga","US Avellino","Genoa CFC","500000"
"Andrej Galabinov","Novara Calcio 1908","Genoa CFC","0"
"Francesco Migliore","Spezia Calcio","Genoa CFC","0"
"Andrea Bertolacci","AC Milan","Genoa CFC","Loan fee:0"
"Ervin Zukanovic","AS Roma","Genoa CFC","Loan fee:0"
"David Milinkovic","Foggia Calcio","Genoa CFC","Loan End"
"Viviano Minardi","US Pistoiese 1921","Genoa CFC","Loan End"
"Giuseppe Rossi","Free agent","Genoa CFC","0"
"Giuseppe Panico","AC Cesena","Genoa CFC","Loan End"
"Oscar Hiljemark","Panathinaikos Athens","Genoa CFC","Loan End"
"Falou Samb","Ravenna FC","Genoa CFC","Loan End"
"Sebastián Gorga","Club Atlético Chacarita Juniors","Genoa CFC","Loan End"
"Riccardo Fiamozzi","FC Bari 1908","Genoa CFC","Loan End"
"David Milinkovic","Heart of Midlothian FC","Genoa CFC","Loan End"
"David Milinkovic","AC Rilancio Messina","Genoa CFC","Loan End"
"Franco Ferrari","AC Tuttocuoio","Genoa CFC","Loan End"
"Michael Ventre","Robur Siena","Genoa CFC","Loan End"
"Loïck Landre","AC Pisa 1909","Genoa CFC","Loan End"
"Paolo Scannapieco","ASD Virtus Bergamo 1909 Alzano Seriate","Genoa CFC","Loan End"
"Amedeo Marghi","AS Gubbio 1910","Genoa CFC","Loan End"
"Paolo Ghiglione","SPAL 2013","Genoa CFC","Loan End"
"Francesco Renzetti","AC Cesena","Genoa CFC","Loan End"
"Marco Albertoni","US Pistoiese 1921","Genoa CFC","Loan End"
"Riccardo Fiamozzi","Frosinone Calcio","Genoa CFC","Loan End"
"Andrea Gulli","Santarcangelo Calcio","Genoa CFC","Loan End"
"Claudio Repetto","USD Sestri Levante 1919","Genoa CFC","Loan End"
"Giacomo Lucarini","Robur Siena","Genoa CFC","Loan End"
"Lucas Ocampos","AC Milan","Genoa CFC","Loan End"
"Riccardo Improta","US Salernitana 1919","Genoa CFC","Loan End"
"Marco Soprano","Bassano Virtus","Genoa CFC","Loan End"
"Falou Samb","US Ancona","Genoa CFC","Loan End"
"Simone Ricozzi","AC Rilancio Messina","Genoa CFC","Loan End"
"Michele Emmausso","Taranto FC 1927","Genoa CFC","Loan End"
"Sebastián Gorga","Club de Gimnasia y Esgrima La Plata","Genoa CFC","Loan End"
"Luca Molinaro","Gsd Castelfidardo Calcio","Genoa CFC","Loan End"
"Daniele Sommariva","ASD Nocerina 1910","Genoa CFC","Loan End"
"Antonio Notaroberto","US Agropoli 1921","Genoa CFC","Loan End"
"Davide Voltan","US Ancona","Genoa CFC","Loan End"
"Samir Ujkani","AC Pisa 1909","Genoa CFC","Loan End"
"Rodney Strasser","Gil Vicente FC","Genoa CFC","Loan End"
"Ricardo Centurión","Genoa CFC","Racing Club de Avellaneda","5700000"
"Lucas Orbán","Genoa CFC","Racing Club de Avellaneda","2500000"
"Daniele Sommariva","Genoa CFC","Bustese Milano City FC","0"
"Paolo Scannapieco","Genoa CFC","US Inveruno","0"
"Michael Ventre","Genoa CFC","Rignanese Calcio","0"
"Raffaele Palladino","Genoa CFC","Spezia Calcio","0"
"Simone Ricozzi","Genoa CFC","Bustese Milano City FC","0"
"Sebastián Gorga","Genoa CFC","Club Atlético Chacarita Juniors","Loan fee:0"
"Nicolás Burdisso","Genoa CFC","Torino FC","0"
"Riccardo Improta","Genoa CFC","FC Bari 1908","Loan fee:0"
"Samir Ujkani","Genoa CFC","US Cremonese","?"
"Riccardo Fiamozzi","Genoa CFC","FC Bari 1908","Loan fee:0"
"Michele Emmausso","Genoa CFC","Robur Siena","Loan fee:0"
"Leonardo Morosini","Genoa CFC","US Avellino","Loan fee:0"
"Falou Samb","Genoa CFC","Urbs Reggina 1914","Loan fee:0"
"Franco Ferrari","Genoa CFC","US Pistoiese 1921","Loan fee:0"
"Davide Brivio","Genoa CFC","Virtus Entella","Loan fee:0"
"Marco Soprano","Genoa CFC","Alma Juventus Fano","Loan fee:0"
"Nikola Ninkovic","Genoa CFC","FC Empoli","Loan fee:0"
"Andrea Gulli","Genoa CFC","ASD Albissola 2010","Loan fee:0"
"Francesco Renzetti","Genoa CFC","US Cremonese","Loan fee:0"
"Giuseppe Panico","Genoa CFC","Teramo Calcio","Loan fee:0"
"Paolo Ghiglione","Genoa CFC","FC Pro Vercelli 1892","Loan fee:0"
"Oscar Hiljemark","Genoa CFC","Panathinaikos Athens","Loan fee:0"
"David Milinkovic","Genoa CFC","Foggia Calcio","Loan fee:0"
"Marco Albertoni","Genoa CFC","AS Lucchese Libertas","Loan fee:0"
"Giacomo Lucarini","Genoa CFC","Ravenna FC","?"
"Viviano Minardi","Genoa CFC","US Pistoiese 1921","?"
"Petar Brlek","Genoa CFC","Wisla Kraków","Loan fee:0"
"Andrea Beghetto","Genoa CFC","Frosinone Calcio","Loan fee:0"
"Claudio Repetto","Genoa CFC","Grand View Vikings","?"
"Davide Voltan","Genoa CFC","Feralpisalò","Loan fee:0"
"Federico Ricci","Genoa CFC","US Sassuolo","Loan End"
"Antonio Notaroberto","Genoa CFC","Free agent","0"
"Amedeo Marghi","Genoa CFC","Free agent","0"
"Luca Molinaro","Genoa CFC","Free agent","0"
"Rubinho","Genoa CFC","Free agent","0"
"Sandro Sakho","Genoa CFC","Free agent","0"
"Danilo Cataldi","Genoa CFC","SS Lazio","Loan End"
"Gian Filippo Felicioli","AC Milan","Hellas Verona","Loan fee:0"
"Thomas Heurtaux","Udinese Calcio","Hellas Verona","Loan fee:0"
"Marcel Büchel","FC Empoli","Hellas Verona","Loan fee:0"
"Moise Kean","Juventus FC","Hellas Verona","Loan fee:0"
"Daniele Verde","AS Roma","Hellas Verona","Loan fee:0"
"Marco Silvestri","Leeds United","Hellas Verona","?"
"Ryder Matos","Udinese Calcio","Hellas Verona","Loan fee:0"
"Jagos Vukovic","Olympiacos Piraeus","Hellas Verona","Loan fee:0"
"Ernesto Torregrossa","Brescia Calcio","Hellas Verona","Loan End"
"Andrea Badan","AC Prato","Hellas Verona","Loan End"
"Nicolò Casale","AC Perugia Calcio","Hellas Verona","Loan End"
"Luca Checchin","Brescia Calcio","Hellas Verona","Loan End"
"Antonio Cassano","Free agent","Hellas Verona","0"
"Francesco Contri","AC Delta Porto Tolle","Hellas Verona","Loan End"
"Amadou Samb","Floriana FC","Hellas Verona","Loan End"
"Alessandro Salvetti","L'Aquila Calcio","Hellas Verona","Loan End"
"Luca Checchin","AC Prato","Hellas Verona","Loan End"
"Davide Riccardi","FC Südtirol - Alto Adige","Hellas Verona","Loan End"
"Enrico Bearzotti","US Arezzo","Hellas Verona","Loan End"
"Simone Calvano","AC Reggiana 1919","Hellas Verona","Loan End"
"Simon Laner","Modena FC 1912","Hellas Verona","Loan End"
"Filippo Boni","US Pistoiese 1921","Hellas Verona","Loan End"
"Alejandro González","US Avellino","Hellas Verona","Loan End"
"Matteo Franchetti","Forlì FC","Hellas Verona","Loan End"
"Riccardo Brosco","US Latina Calcio","Hellas Verona","Loan End"
"Ernesto Torregrossa","Hellas Verona","Brescia Calcio","900000"
"Martín Cáceres","Hellas Verona","SS Lazio","600000"
"Francesco Contri","Hellas Verona","AC Delta Porto Tolle","0"
"Luca Siligardi","Hellas Verona","Parma Calcio 1913","0"
"Filippo Boni","Hellas Verona","AC Cuneo 1905","0"
"Amadou Samb","Hellas Verona","Gzira United FC","0"
"Eros Pisano","Hellas Verona","Bristol City","0"
"Alessandro Salvetti","Hellas Verona","San Teodoro","0"
"Davide Riccardi","Hellas Verona","US Lecce","Loan fee:0"
"Nicolò Casale","Hellas Verona","AC Prato","Loan fee:0"
"Andrea Badan","Hellas Verona","UC AlbinoLeffe","Loan fee:0"
"Matteo Franchetti","Hellas Verona","US Arezzo","Loan fee:0"
"Luca Checchin","Hellas Verona","Brescia Calcio","Loan fee:0"
"Riccardo Brosco","Hellas Verona","Carpi FC 1909","Loan fee:0"
"Federico Viviani","Hellas Verona","SPAL 2013","Loan fee:0"
"Alejandro González","Hellas Verona","AC Perugia Calcio","Loan fee:0"
"Davide Luppi","Hellas Verona","Virtus Entella","Loan fee:0"
"Pierluigi Cappelluzzo","Hellas Verona","Delfino Pescara 1936","Loan fee:0"
"Juanito Gómez","Hellas Verona","Free agent","0"
"Antonio Cassano","Hellas Verona","Free agent","0"
"Michelangelo Albertazzi","Hellas Verona","Free agent","0"
"Simone Ganz","Hellas Verona","Juventus FC","Loan End"
"Gennaro Troianiello","Hellas Verona","US Salernitana 1919","Loan End"
"Milan Skriniar","UC Sampdoria","Inter Milan","23000000"
"Daniele Padelli","Torino FC","Inter Milan","0"
"Davide Costa","AS Gubbio 1910","Inter Milan","Loan End"
"Loris Zonta","AC Pisa 1909","Inter Milan","Loan End"
"Moussa Souare","SS Monopoli 1966","Inter Milan","Loan End"
"Andrea Cagnano","Santarcangelo Calcio","Inter Milan","Loan End"
"Zé Turbo","Calcio Catania","Inter Milan","Loan End"
"Gaston Camara","Brescia Calcio","Inter Milan","Loan End"
"Davide Costa","Vicenza Calcio","Inter Milan","Loan End"
"Francesco Forte","AC Perugia Calcio","Inter Milan","Loan End"
"Filippo Sgarbi","SC Caronnese","Inter Milan","Loan End"
"Raffaele Di Gennaro","Ternana Calcio","Inter Milan","Loan End"
"Mattia Bonetto","AC Renate","Inter Milan","Loan End"
"Enrico Baldini","FC Pro Vercelli 1892","Inter Milan","Loan End"
"Andrea Romanò","Urbs Reggina 1914","Inter Milan","Loan End"
"Fabio Eguelfi","FC Pro Vercelli 1892","Inter Milan","Loan End"
"Nicolò Gazzotti","Santarcangelo Calcio","Inter Milan","Loan End"
"Roberto Ogunseye","Olbia Calcio 1905","Inter Milan","Loan End"
"Andrea Bandini","Mantova FC","Inter Milan","Loan End"
"Fabio Della Giovanna","Ternana Calcio","Inter Milan","Loan End"
"Andrea Ranocchia","Hull City","Inter Milan","Loan End"
"Niccolò Belloni","US Avellino","Inter Milan","Loan End"
"Caner Erkin","Besiktas JK","Inter Milan","Loan End"
"Enrico De Micheli","Carrarese Calcio","Inter Milan","Loan End"
"Gianluca Caprari","Delfino Pescara 1936","Inter Milan","Loan End"
"Edmund Hottor","AD Fafe","Inter Milan","Loan End"
"Alessandro Sobacchi","US Caravaggio","Inter Milan","Loan End"
"Felipe Melo","Sociedade Esportiva Palmeiras","Inter Milan","Loan End"
"Rey Manaj","AC Pisa 1909","Inter Milan","Loan End"
"Riccardo Gaiola","Calcio Padova","Inter Milan","Loan End"
"Assane Gnoukouri","Udinese Calcio","Inter Milan","Loan End"
"Federico Dimarco","FC Empoli","Inter Milan","Loan End"
"Morten Knudsen","Urbs Reggina 1914","Inter Milan","Loan End"
"Isaac Donkor","AC Cesena","Inter Milan","Loan End"
"Andrea Palazzi","FC Pro Vercelli 1892","Inter Milan","Loan End"
"Vincenzo Tommasone","Urbs Reggina 1914","Inter Milan","Loan End"
"Lorenzo Tassi","Feralpisalò","Inter Milan","Loan End"
"Juan Jesus","AS Roma","Inter Milan","Loan End"
"Giacomo Sciacca","Piacenza Calcio 1919","Inter Milan","Loan End"
"Zé Turbo","Marbella FC","Inter Milan","Loan End"
"Gianluca Caprari","Inter Milan","UC Sampdoria","15000000"
"Juan Jesus","Inter Milan","AS Roma","8000000"
"Dodô","Inter Milan","UC Sampdoria","5500000"
"Federico Dimarco","Inter Milan","FC Sion","4000000"
"Gary Medel","Inter Milan","Besiktas JK","2500000"
"Cristian Ansaldi","Inter Milan","Torino FC","Loan fee:2000000"
"Caner Erkin","Inter Milan","Besiktas JK","750000"
"Yuto Nagatomo","Inter Milan","Galatasaray SK","Loan fee:700000"
"Juan Pablo Carrizo","Inter Milan","CF Monterrey","0"
"Alessandro Sobacchi","Inter Milan","Ciserano Calcio","0"
"Riccardo Brugnoni","Inter Milan","US Vibonese","0"
"Lorenzo Matteo","Inter Milan","Rignanese Calcio","0"
"Gaston Camara","Inter Milan","Gil Vicente FC","Loan fee:0"
"Vincenzo Tommasone","Inter Milan","Santarcangelo Calcio","Loan fee:0"
"Raffaele Di Gennaro","Inter Milan","Spezia Calcio","Loan fee:0"
"Jonathan Biabiany","Inter Milan","AC Sparta Praha","Loan fee:0"
"Niccolò Belloni","Inter Milan","Carpi FC 1909","Loan fee:0"
"Loris Zonta","Inter Milan","Bassano Virtus","?"
"Andrei Radu","Inter Milan","US Avellino","Loan fee:0"
"George Puscas","Inter Milan","Novara Calcio 1908","Loan fee:0"
"Enrico De Micheli","Inter Milan","AC Renate","?"
"Rey Manaj","Inter Milan","Granada CF","Loan fee:0"
"Davide Costa","Inter Milan","AS Gubbio 1910","Loan fee:0"
"Lorenzo Tassi","Inter Milan","Vicenza Calcio","Loan fee:0"
"Francesco Forte","Inter Milan","Spezia Calcio","Loan fee:0"
"Andrea Bandini","Inter Milan","Brescia Calcio","Loan fee:0"
"Giacomo Sciacca","Inter Milan","US Alessandria 1912","?"
"Tommaso Equizi","Inter Milan","Fermana FC","Loan fee:0"
"Andrea Palazzi","Inter Milan","Delfino Pescara 1936","Loan fee:0"
"Riccardo Gaiola","Inter Milan","Santarcangelo Calcio","Loan fee:0"
"Zé Turbo","Inter Milan","Calcio Catania","Loan fee:0"
"Andrea Cagnano","Inter Milan","AC Pisa 1909","Loan fee:0"
"Enrico Baldini","Inter Milan","Ascoli Picchio","?"
"Ítalo","Inter Milan","SC Olhanense","Loan fee:0"
"Roberto Ogunseye","Inter Milan","Olbia Calcio 1905","?"
"Felipe Melo","Inter Milan","Sociedade Esportiva Palmeiras","?"
"Mattia Bonetto","Inter Milan","AC Prato","Loan fee:0"
"Andrea Romanò","Inter Milan","SS Monza 1912","Loan fee:0"
"Filippo Sgarbi","Inter Milan","FC Südtirol - Alto Adige","Loan fee:0"
"Samuele Longo","Inter Milan","CD Tenerife","Loan fee:0"
"Zinho Vanheusden","Inter Milan","Standard Liège","Loan fee:0"
"Isaac Donkor","Inter Milan","AC Cesena","?"
"Moussa Souare","Inter Milan","Mosta FC","Loan fee:0"
"Eloge Yao","Inter Milan","FC Lugano","?"
"Fabio Della Giovanna","Inter Milan","SPAL 2013","?"
"Nicolò Gazzotti","Inter Milan","Free agent","0"
"Andrea Pinton","Inter Milan","Free agent","0"
"Morten Knudsen","Inter Milan","Free agent","0"
"Edmund Hottor","Inter Milan","Free agent","0"
"Trent Sainsbury","Inter Milan","Jiangsu Suning","Loan End"
"Mattia De Sciglio","AC Milan","Juventus FC","12000000"
"Rodrigo Bentancur","Club Atlético Boca Juniors","Juventus FC","10500000"
"Ferdinando Del Sole","Delfino Pescara 1936","Juventus FC","3700000"
"Matheus Pereira","FC Empoli","Juventus FC","2000000"
"Leonardo Mancuso","Delfino Pescara 1936","Juventus FC","2000000"
"Luca Coccolo","AC Perugia Calcio","Juventus FC","Loan End"
"Francesco Margiotta","FC Lausanne-Sport","Juventus FC","Loan End"
"Nicola Leali","SV Zulte Waregem","Juventus FC","Loan End"
"Grigoris Kastanos","SV Zulte Waregem","Juventus FC","Loan End"
"King Udoh","Fermana FC","Juventus FC","Loan End"
"Pietro Beruatto","Vicenza Calcio","Juventus FC","Loan End"
"Vajebah Sakor","IFK Göteborg","Juventus FC","Loan End"
"Federico Mattiello","SPAL 2013","Juventus FC","Loan End"
"Nicola Mosti","US Gavorrano","Juventus FC","Loan End"
"Eric Lanini","Vicenza Calcio","Juventus FC","Loan End"
"Pol Lirola","US Sassuolo","Juventus FC","Loan End"
"Luca Barlocco","FC Pro Vercelli 1892","Juventus FC","Loan End"
"Cristian Bunino","US Alessandria 1912","Juventus FC","Loan End"
"Mattia Vitale","SPAL 2013","Juventus FC","Loan End"
"Mattia Vitale","Venezia FC","Juventus FC","Loan End"
"King Udoh","US Città di Pontedera","Juventus FC","Loan End"
"Nicolò Pozzebon","Piacenza Calcio 1919","Juventus FC","Loan End"
"Andrés Tello","FC Empoli","Juventus FC","Loan End"
"Stefano Pellini","AC Tuttocuoio","Juventus FC","Loan End"
"Lorenzo Rosseti","FC Lugano","Juventus FC","Loan End"
"Roman Macek","FC Bari 1908","Juventus FC","Loan End"
"Nico Hidalgo","Cádiz CF","Juventus FC","Loan End"
"Cristian Bunino","Robur Siena","Juventus FC","Loan End"
